name,path,bytes,bytes_humanized,modified,mod_year,extension,category,mimetype,folder1,folder2
521459.pdf,\521,55078,55.1 kB,2006-06-06T12:04:26,2006,pdf,application,application/pdf,\521,.
521582.pdf,\521,40281,40.3 kB,2003-05-09T23:46:15,2003,pdf,application,application/pdf,\521,.
521597.xls,\521,60552,60.6 kB,2001-05-17T17:05:12,2001,xls,application,application/vnd.ms-excel,\521,.
521622.pdf,\521,50070,50.1 kB,2003-03-04T21:40:00,2003,pdf,application,application/pdf,\521,.
521763.xls,\521,45568,45.6 kB,2004-08-12T10:33:39,2004,xls,application,application/vnd.ms-excel,\521,.
521801.pdf,\521,30496,30.5 kB,2006-10-19T13:21:37,2006,pdf,application,application/pdf,\521,.
521822.gif,\521,30580,30.6 kB,2003-07-25T09:15:42,2003,gif,image,image/gif,\521,.
521855.gz,\521,242370,242.4 kB,2000-12-14T14:33:16,2000,gz,application,application/octet-stream,\521,.
556133.pdf,\556,481937,481.9 kB,2007-03-15T09:25:21,2007,pdf,application,application/pdf,\556,.
556176.xml,\556,1190907,1.2 MB,2005-06-14T13:53:07,2005,xml,text,text/xml,\556,.
556298.html,\556,164896,164.9 kB,2007-03-20T14:26:55,2007,html,text,text/html,\556,.
556379.html,\556,84011,84.0 kB,1999-08-02T16:57:03,1999,html,text,text/html,\556,.
556536.xml,\556,220923,220.9 kB,2008-08-15T10:53:45,2008,xml,text,text/xml,\556,.
556607.html,\556,165370,165.4 kB,2008-12-11T11:31:09,2008,html,text,text/html,\556,.
556624.html,\556,24729,24.7 kB,2009-02-17T04:39:55,2009,html,text,text/html,\556,.
556749.ppt,\556,1810944,1.8 MB,2009-03-15T23:53:09,2009,ppt,application,application/vnd.ms-powerpoint,\556,.
556839.html,\556,52599,52.6 kB,2009-03-15T23:52:59,2009,html,text,text/html,\556,.
898027.pdf,\898,539314,539.3 kB,2009-01-27T15:16:06,2009,pdf,application,application/pdf,\898,.
898084.jpg,\898,102009,102.0 kB,2002-12-13T15:51:18,2002,jpg,image,image/jpeg,\898,.
898941.pdf,\898,299269,299.3 kB,2003-03-27T10:18:20,2003,pdf,application,application/pdf,\898,.
876228.ppt,\876,892928,892.9 kB,2009-03-15T22:51:58,2009,ppt,application,application/vnd.ms-powerpoint,\876,.
876280.pdf,\876,72579,72.6 kB,2003-03-26T17:08:30,2003,pdf,application,application/pdf,\876,.
876299.jpg,\876,1429814,1.4 MB,2002-11-06T14:45:50,2002,jpg,image,image/jpeg,\876,.
876304.jpg,\876,145144,145.1 kB,2002-11-06T14:53:28,2002,jpg,image,image/jpeg,\876,.
876347.pdf,\876,5811475,5.8 MB,2008-12-16T16:10:00,2008,pdf,application,application/pdf,\876,.
876615.ppt,\876,717312,717.3 kB,2007-04-20T14:38:44,2007,ppt,application,application/vnd.ms-powerpoint,\876,.
876727.html,\876,75766,75.8 kB,2003-03-18T20:05:27,2003,html,text,text/html,\876,.
876763.jpg,\876,165450,165.5 kB,2005-08-08T05:49:00,2005,jpg,image,image/jpeg,\876,.
995040.pdf,\995,11513,11.5 kB,2007-10-19T23:13:05,2007,pdf,application,application/pdf,\995,.
995092.jpg,\995,36570,36.6 kB,2005-09-01T14:16:03,2005,jpg,image,image/jpeg,\995,.
995133.ps,\995,86640,86.6 kB,2007-02-23T14:03:33,2007,ps,application,application/postscript,\995,.
995156.html,\995,11709,11.7 kB,2009-03-16T00:45:12,2009,html,text,text/html,\995,.
995182.html,\995,33434,33.4 kB,2008-08-26T15:04:47,2008,html,text,text/html,\995,.
995310.pdf,\995,3359093,3.4 MB,2006-03-31T13:33:30,2006,pdf,application,application/pdf,\995,.
995610.pdf,\995,310527,310.5 kB,2008-10-08T21:05:15,2008,pdf,application,application/pdf,\995,.
995807.gif,\995,105116,105.1 kB,2009-02-22T10:38:35,2009,gif,image,image/gif,\995,.
995812.csv,\995,171620,171.6 kB,2008-09-19T07:29:56,2008,csv,application,application/vnd.ms-excel,\995,.
995910.doc,\995,36864,36.9 kB,2002-05-31T22:32:10,2002,doc,application,application/msword,\995,.
995927.pdf,\995,73318,73.3 kB,2008-08-06T12:13:46,2008,pdf,application,application/pdf,\995,.
995959.html,\995,11943,11.9 kB,2009-05-02T17:49:15,2009,html,text,text/html,\995,.
995991.pdf,\995,91626,91.6 kB,2008-02-25T14:52:23,2008,pdf,application,application/pdf,\995,.
801019.html,\801,12356,12.4 kB,2009-03-16T12:46:57,2009,html,text,text/html,\801,.
801021.html,\801,26214,26.2 kB,2002-04-02T20:42:51,2002,html,text,text/html,\801,.
801063.ppt,\801,125440,125.4 kB,1999-03-17T19:04:13,1999,ppt,application,application/vnd.ms-powerpoint,\801,.
801090.pdf,\801,695047,695.0 kB,2006-07-03T14:24:24,2006,pdf,application,application/pdf,\801,.
801133.gif,\801,54738,54.7 kB,1998-09-09T16:25:08,1998,gif,image,image/gif,\801,.
801283.pps,\801,1799168,1.8 MB,2007-01-26T08:24:10,2007,pps,application,application/vnd.ms-powerpoint,\801,.
801467.ppt,\801,148992,149.0 kB,2006-09-11T14:07:09,2006,ppt,application,application/vnd.ms-powerpoint,\801,.
801593.html,\801,12696,12.7 kB,2009-03-16T12:43:55,2009,html,text,text/html,\801,.
801619.pdf,\801,2145559,2.1 MB,2008-12-10T14:19:34,2008,pdf,application,application/pdf,\801,.
801729.txt,\801,197447,197.4 kB,2007-07-13T18:43:10,2007,txt,text,text/plain,\801,.
801866.pdf,\801,50937,50.9 kB,2007-03-22T04:50:58,2007,pdf,application,application/pdf,\801,.
085164.pdf,\085,78321,78.3 kB,2006-02-16T14:35:00,2006,pdf,application,application/pdf,\085,.
085230.doc,\085,38400,38.4 kB,2004-11-05T13:29:05,2004,doc,application,application/msword,\085,.
085267.ppt,\085,1231360,1.2 MB,2008-09-26T12:00:06,2008,ppt,application,application/vnd.ms-powerpoint,\085,.
085316.html,\085,4499,4.5 kB,2007-11-14T15:13:07,2007,html,text,text/html,\085,.
085320.xml,\085,13365,13.4 kB,2009-02-21T02:16:54,2009,xml,text,text/xml,\085,.
085427.kmz,\085,1935,1.9 kB,2008-07-01T17:58:29,2008,kmz,application,application/octet-stream,\085,.
085435.pdf,\085,1818247,1.8 MB,2002-11-20T11:35:33,2002,pdf,application,application/pdf,\085,.
085462.pdf,\085,399288,399.3 kB,2005-05-25T08:21:28,2005,pdf,application,application/pdf,\085,.
085787.doc,\085,2717696,2.7 MB,2007-09-28T14:32:29,2007,doc,application,application/msword,\085,.
085865.html,\085,35207,35.2 kB,2009-03-18T21:42:52,2009,html,text,text/html,\085,.
111181.html,\111,5742,5.7 kB,2009-02-09T01:02:37,2009,html,text,text/html,\111,.
111212.txt,\111,28128,28.1 kB,2009-01-29T17:27:44,2009,txt,text,text/plain,\111,.
111263.png,\111,4226,4.2 kB,2008-12-03T13:23:52,2008,png,image,image/png,\111,.
111338.pdf,\111,313680,313.7 kB,2007-03-05T14:37:06,2007,pdf,application,application/pdf,\111,.
111651.txt,\111,34449,34.4 kB,2008-04-18T23:22:06,2008,txt,text,text/plain,\111,.
111748.pdf,\111,52482,52.5 kB,2003-04-15T20:09:40,2003,pdf,application,application/pdf,\111,.
111807.csv,\111,313202,313.2 kB,2008-09-19T07:45:32,2008,csv,application,application/vnd.ms-excel,\111,.
111916.html,\111,15706,15.7 kB,2009-02-09T01:11:06,2009,html,text,text/html,\111,.
166206.pdf,\166,1637615,1.6 MB,2005-07-21T08:38:44,2005,pdf,application,application/pdf,\166,.
166271.pdf,\166,4017,4.0 kB,2001-05-23T15:30:02,2001,pdf,application,application/pdf,\166,.
166308.pdf,\166,1109507,1.1 MB,2004-06-14T12:00:27,2004,pdf,application,application/pdf,\166,.
166374.html,\166,55296,55.3 kB,2009-02-11T03:25:00,2009,html,text,text/html,\166,.
166525.html,\166,44259,44.3 kB,2007-11-09T10:35:43,2007,html,text,text/html,\166,.
166590.pdf,\166,167869,167.9 kB,2003-12-01T17:12:10,2003,pdf,application,application/pdf,\166,.
166784.pdf,\166,3477433,3.5 MB,2001-04-05T13:17:52,2001,pdf,application,application/pdf,\166,.
188050.html,\188,5119,5.1 kB,2006-04-03T16:03:07,2006,html,text,text/html,\188,.
188311.pdf,\188,70319,70.3 kB,2005-06-06T20:34:39,2005,pdf,application,application/pdf,\188,.
188321.pdf,\188,16883,16.9 kB,2008-04-24T16:49:18,2008,pdf,application,application/pdf,\188,.
188398.unk,\188,392631,392.6 kB,2001-11-01T10:50:37,2001,unk,application,application/octet-stream,\188,.
188458.pdf,\188,790231,790.2 kB,2006-02-15T14:43:16,2006,pdf,application,application/pdf,\188,.
188855.ppt,\188,3261952,3.3 MB,2004-11-04T11:06:30,2004,ppt,application,application/vnd.ms-powerpoint,\188,.
188879.pdf,\188,3142794,3.1 MB,2007-10-01T13:24:21,2007,pdf,application,application/pdf,\188,.
188908.xls,\188,63465,63.5 kB,2008-11-15T12:15:30,2008,xls,application,application/vnd.ms-excel,\188,.
655022.unk,\655,20160,20.2 kB,2002-04-30T07:19:18,2002,unk,application,application/octet-stream,\655,.
655166.xml,\655,3021,3.0 kB,2009-02-18T18:28:02,2009,xml,text,text/xml,\655,.
655313.pdf,\655,164607,164.6 kB,2006-05-23T16:31:06,2006,pdf,application,application/pdf,\655,.
655341.xml,\655,14870,14.9 kB,2009-02-15T07:34:38,2009,xml,text,text/xml,\655,.
655418.txt,\655,30240,30.2 kB,2003-02-10T00:27:20,2003,txt,text,text/plain,\655,.
655489.ps,\655,683020,683.0 kB,2007-04-12T14:01:18,2007,ps,application,application/postscript,\655,.
655494.html,\655,3709305,3.7 MB,2008-11-18T03:43:08,2008,html,text,text/html,\655,.
655501.xls,\655,716288,716.3 kB,2008-05-27T16:18:05,2008,xls,application,application/vnd.ms-excel,\655,.
655690.html,\655,455,455 Bytes,2009-03-16T13:51:08,2009,html,text,text/html,\655,.
655876.xml,\655,208365,208.4 kB,2005-02-24T13:30:16,2005,xml,text,text/xml,\655,.
655917.html,\655,50817,50.8 kB,2009-03-17T17:53:38,2009,html,text,text/html,\655,.
622001.html,\622,19696,19.7 kB,2009-05-02T19:42:53,2009,html,text,text/html,\622,.
622130.pdf,\622,1632161,1.6 MB,2004-07-30T18:13:21,2004,pdf,application,application/pdf,\622,.
622204.doc,\622,37376,37.4 kB,2008-11-15T12:43:59,2008,doc,application,application/msword,\622,.
622273.pdf,\622,319006,319.0 kB,2007-04-19T10:49:14,2007,pdf,application,application/pdf,\622,.
622331.html,\622,11122,11.1 kB,2009-03-16T14:02:17,2009,html,text,text/html,\622,.
622570.log,\622,14008,14.0 kB,2005-04-19T17:02:01,2005,log,application,application/octet-stream,\622,.
622682.pdf,\622,155941,155.9 kB,2007-06-04T16:56:27,2007,pdf,application,application/pdf,\622,.
622689.pdf,\622,139967,140.0 kB,2004-08-30T10:37:09,2004,pdf,application,application/pdf,\622,.
622814.xls,\622,20992,21.0 kB,2005-01-07T17:38:28,2005,xls,application,application/vnd.ms-excel,\622,.
622981.jpg,\622,41819,41.8 kB,2004-10-07T13:49:21,2004,jpg,image,image/jpeg,\622,.
758022.txt,\758,67687,67.7 kB,1998-07-20T17:45:58,1998,txt,text,text/plain,\758,.
758332.log,\758,291175,291.2 kB,2000-04-28T06:28:16,2000,log,application,application/octet-stream,\758,.
758390.pdf,\758,22213,22.2 kB,2006-11-16T15:23:23,2006,pdf,application,application/pdf,\758,.
758411.jpg,\758,51730,51.7 kB,2003-03-25T16:55:56,2003,jpg,image,image/jpeg,\758,.
758453.eps,\758,14598,14.6 kB,2006-02-17T01:21:55,2006,eps,application,application/postscript,\758,.
758458.html,\758,87162,87.2 kB,2008-04-01T08:22:58,2008,html,text,text/html,\758,.
758679.jpg,\758,1056224,1.1 MB,2002-09-15T12:25:26,2002,jpg,image,image/jpeg,\758,.
758698.jpg,\758,695191,695.2 kB,2004-03-24T16:24:45,2004,jpg,image,image/jpeg,\758,.
758825.jpg,\758,1867,1.9 kB,2006-11-08T14:33:45,2006,jpg,image,image/jpeg,\758,.
758838.jpg,\758,26950,27.0 kB,2003-12-02T19:31:05,2003,jpg,image,image/jpeg,\758,.
758849.jpg,\758,30061,30.1 kB,2006-05-24T10:08:16,2006,jpg,image,image/jpeg,\758,.
758863.xml,\758,83474,83.5 kB,2008-10-03T10:46:00,2008,xml,text,text/xml,\758,.
758929.html,\758,8427,8.4 kB,2009-03-16T13:09:20,2009,html,text,text/html,\758,.
265130.pdf,\265,153361,153.4 kB,2007-12-18T22:31:27,2007,pdf,application,application/pdf,\265,.
265157.html,\265,8483,8.5 kB,2008-06-05T12:44:56,2008,html,text,text/html,\265,.
265224.html,\265,110995,111.0 kB,2007-04-13T08:42:32,2007,html,text,text/html,\265,.
265242.jpg,\265,211953,212.0 kB,2006-12-01T15:59:27,2006,jpg,image,image/jpeg,\265,.
265310.pdf,\265,4832448,4.8 MB,2007-02-21T14:57:54,2007,pdf,application,application/pdf,\265,.
265315.pdf,\265,110168,110.2 kB,2006-12-12T16:42:53,2006,pdf,application,application/pdf,\265,.
265494.html,\265,82156,82.2 kB,2009-02-13T05:08:34,2009,html,text,text/html,\265,.
265568.pdf,\265,75541,75.5 kB,2007-10-09T14:30:32,2007,pdf,application,application/pdf,\265,.
265744.jpg,\265,53785,53.8 kB,2005-03-30T16:30:52,2005,jpg,image,image/jpeg,\265,.
265886.pdf,\265,1949321,1.9 MB,2004-05-13T15:41:35,2004,pdf,application,application/pdf,\265,.
265921.xls,\265,7279616,7.3 MB,2005-02-22T08:09:50,2005,xls,application,application/vnd.ms-excel,\265,.
265996.txt,\265,47509,47.5 kB,1999-12-15T17:02:26,1999,txt,text,text/plain,\265,.
212324.html,\212,23549,23.5 kB,2004-08-31T11:20:46,2004,html,text,text/html,\212,.
212367.doc,\212,550400,550.4 kB,2003-01-03T14:20:30,2003,doc,application,application/msword,\212,.
212381.pdf,\212,198433,198.4 kB,2007-12-10T15:02:51,2007,pdf,application,application/pdf,\212,.
212386.pdf,\212,2507385,2.5 MB,2007-08-06T16:25:57,2007,pdf,application,application/pdf,\212,.
212398.txt,\212,10718,10.7 kB,2009-02-12T04:48:40,2009,txt,text,text/plain,\212,.
212539.html,\212,6037,6.0 kB,2009-03-17T18:13:17,2009,html,text,text/html,\212,.
212555.pdf,\212,2404044,2.4 MB,2006-12-20T12:37:53,2006,pdf,application,application/pdf,\212,.
212592.html,\212,190505,190.5 kB,2006-05-24T14:51:58,2006,html,text,text/html,\212,.
212602.gif,\212,26652,26.7 kB,2000-06-13T15:08:56,2000,gif,image,image/gif,\212,.
212836.pdf,\212,20243,20.2 kB,2009-02-25T08:57:03,2009,pdf,application,application/pdf,\212,.
212881.pdf,\212,38081,38.1 kB,2007-04-19T13:22:56,2007,pdf,application,application/pdf,\212,.
212890.jpg,\212,4655,4.7 kB,2006-05-19T19:38:31,2006,jpg,image,image/jpeg,\212,.
212986.ps,\212,253374,253.4 kB,2007-12-07T20:58:23,2007,ps,application,application/postscript,\212,.
386073.pdf,\386,1757767,1.8 MB,2000-05-16T12:17:52,2000,pdf,application,application/pdf,\386,.
386077.txt,\386,77336,77.3 kB,2008-07-07T16:14:48,2008,txt,text,text/plain,\386,.
386159.html,\386,22722,22.7 kB,2009-02-16T09:04:24,2009,html,text,text/html,\386,.
386377.html,\386,3232,3.2 kB,2009-03-15T02:55:38,2009,html,text,text/html,\386,.
386410.html,\386,931,931 Bytes,2009-02-16T09:09:25,2009,html,text,text/html,\386,.
386448.gif,\386,8455,8.5 kB,2003-09-23T18:21:52,2003,gif,image,image/gif,\386,.
386620.txt,\386,13187,13.2 kB,2005-01-10T16:46:10,2005,txt,text,text/plain,\386,.
386734.pdf,\386,333260,333.3 kB,2004-08-04T17:10:39,2004,pdf,application,application/pdf,\386,.
386868.html,\386,43847,43.8 kB,2009-02-16T09:18:36,2009,html,text,text/html,\386,.
386943.xls,\386,125952,126.0 kB,2009-01-26T10:59:41,2009,xls,application,application/vnd.ms-excel,\386,.
368173.txt,\368,1799608,1.8 MB,2002-04-13T13:47:58,2002,txt,text,text/plain,\368,.
368193.html,\368,14939,14.9 kB,2009-02-16T02:38:32,2009,html,text,text/html,\368,.
368254.html,\368,27632,27.6 kB,2007-08-28T07:22:15,2007,html,text,text/html,\368,.
368394.html,\368,16815,16.8 kB,2009-02-16T02:42:39,2009,html,text,text/html,\368,.
368598.html,\368,802130,802.1 kB,2002-04-02T11:16:13,2002,html,text,text/html,\368,.
368751.html,\368,11267,11.3 kB,2009-02-16T02:50:06,2009,html,text,text/html,\368,.
368887.html,\368,12773,12.8 kB,2009-02-16T02:52:58,2009,html,text,text/html,\368,.
218051.html,\218,995,995 Bytes,2009-02-12T06:56:39,2009,html,text,text/html,\218,.
218112.pdf,\218,84839,84.8 kB,2007-07-19T03:01:58,2007,pdf,application,application/pdf,\218,.
218119.pdf,\218,133927,133.9 kB,2006-06-07T14:56:58,2006,pdf,application,application/pdf,\218,.
218126.html,\218,18402,18.4 kB,2009-02-12T06:57:33,2009,html,text,text/html,\218,.
218153.html,\218,40827,40.8 kB,2009-03-17T18:13:01,2009,html,text,text/html,\218,.
218181.txt,\218,4099564,4.1 MB,2008-01-10T07:54:11,2008,txt,text,text/plain,\218,.
218201.html,\218,17436,17.4 kB,2009-02-12T06:58:27,2009,html,text,text/html,\218,.
218213.gz,\218,693469,693.5 kB,2002-02-23T06:16:01,2002,gz,application,application/octet-stream,\218,.
218817.pdf,\218,237824,237.8 kB,2001-05-14T17:13:21,2001,pdf,application,application/pdf,\218,.
218823.doc,\218,5731840,5.7 MB,2008-07-07T12:54:30,2008,doc,application,application/msword,\218,.
218908.html,\218,26521,26.5 kB,2009-02-12T07:25:05,2009,html,text,text/html,\218,.
281194.jpg,\281,34794,34.8 kB,2006-06-08T13:17:58,2006,jpg,image,image/jpeg,\281,.
281454.jpg,\281,13531,13.5 kB,2006-08-10T10:23:26,2006,jpg,image,image/jpeg,\281,.
281455.html,\281,60061,60.1 kB,2009-03-17T18:10:32,2009,html,text,text/html,\281,.
281655.doc,\281,182272,182.3 kB,2005-11-04T18:04:22,2005,doc,application,application/msword,\281,.
281866.txt,\281,28380,28.4 kB,2002-03-13T14:45:05,2002,txt,text,text/plain,\281,.
315057.txt,\315,7658,7.7 kB,2005-02-11T14:41:13,2005,txt,text,text/plain,\315,.
315149.pdf,\315,4740906,4.7 MB,2004-03-31T15:00:46,2004,pdf,application,application/pdf,\315,.
315483.pdf,\315,289286,289.3 kB,2005-02-03T12:06:47,2005,pdf,application,application/pdf,\315,.
315509.html,\315,52463,52.5 kB,2009-02-14T12:45:05,2009,html,text,text/html,\315,.
315558.jpg,\315,14579,14.6 kB,2003-12-23T20:03:13,2003,jpg,image,image/jpeg,\315,.
315574.pdf,\315,47782,47.8 kB,2006-08-18T12:16:50,2006,pdf,application,application/pdf,\315,.
315640.pdf,\315,139491,139.5 kB,2007-09-25T15:24:06,2007,pdf,application,application/pdf,\315,.
362088.pdf,\362,3555072,3.6 MB,2002-02-06T14:40:55,2002,pdf,application,application/pdf,\362,.
362139.ppt,\362,3311104,3.3 MB,2003-05-09T10:43:57,2003,ppt,application,application/vnd.ms-powerpoint,\362,.
362215.html,\362,30247,30.2 kB,2009-02-16T00:41:49,2009,html,text,text/html,\362,.
362295.html,\362,140360,140.4 kB,2009-02-16T00:43:22,2009,html,text,text/html,\362,.
362356.html,\362,12542,12.5 kB,2009-02-16T00:44:34,2009,html,text,text/html,\362,.
362506.pdf,\362,697191,697.2 kB,2008-06-02T23:02:35,2008,pdf,application,application/pdf,\362,.
362626.doc,\362,101888,101.9 kB,2003-04-23T09:17:28,2003,doc,application,application/msword,\362,.
362699.pdf,\362,22975,23.0 kB,2005-08-17T17:02:10,2005,pdf,application,application/pdf,\362,.
362843.pdf,\362,174169,174.2 kB,2007-10-24T08:44:38,2007,pdf,application,application/pdf,\362,.
362862.pdf,\362,79264,79.3 kB,2005-01-04T08:22:02,2005,pdf,application,application/pdf,\362,.
362920.xml,\362,26839,26.8 kB,2009-02-23T08:54:06,2009,xml,text,text/xml,\362,.
628044.unk,\628,8085,8.1 kB,2002-08-01T10:41:25,2002,unk,application,application/octet-stream,\628,.
628312.html,\628,17884,17.9 kB,2009-02-17T13:00:30,2009,html,text,text/html,\628,.
628712.pdf,\628,138175,138.2 kB,2005-05-05T01:00:00,2005,pdf,application,application/pdf,\628,.
725007.jpg,\725,1916,1.9 kB,2006-07-06T14:24:17,2006,jpg,image,image/jpeg,\725,.
725061.doc,\725,50688,50.7 kB,2008-01-31T12:32:01,2008,doc,application,application/msword,\725,.
725091.pdf,\725,84965,85.0 kB,1999-05-14T15:19:25,1999,pdf,application,application/pdf,\725,.
725287.jpg,\725,2089,2.1 kB,2008-03-25T11:53:40,2008,jpg,image,image/jpeg,\725,.
725294.jpg,\725,1511,1.5 kB,2006-07-06T14:38:25,2006,jpg,image,image/jpeg,\725,.
725372.ppt,\725,451584,451.6 kB,2008-10-06T10:35:42,2008,ppt,application,application/vnd.ms-powerpoint,\725,.
725386.txt,\725,22241,22.2 kB,2000-12-28T12:18:09,2000,txt,text,text/plain,\725,.
725394.pdf,\725,183112,183.1 kB,2003-09-12T01:00:00,2003,pdf,application,application/pdf,\725,.
725485.pdf,\725,46227,46.2 kB,2008-07-17T11:58:19,2008,pdf,application,application/pdf,\725,.
725552.pdf,\725,281153,281.2 kB,2005-09-14T09:18:05,2005,pdf,application,application/pdf,\725,.
725686.ppt,\725,69632,69.6 kB,2001-05-23T11:36:10,2001,ppt,application,application/vnd.ms-powerpoint,\725,.
725704.pdf,\725,86869,86.9 kB,2009-02-18T23:09:48,2009,pdf,application,application/pdf,\725,.
725789.jpg,\725,9067,9.1 kB,1999-11-23T14:09:36,1999,jpg,image,image/jpeg,\725,.
725827.html,\725,14795,14.8 kB,2005-03-12T05:51:17,2005,html,text,text/html,\725,.
725937.jpg,\725,160648,160.6 kB,2007-12-18T11:13:00,2007,jpg,image,image/jpeg,\725,.
752107.doc,\752,33792,33.8 kB,2006-07-24T12:11:25,2006,doc,application,application/msword,\752,.
752164.jpg,\752,132177,132.2 kB,2003-03-27T14:10:29,2003,jpg,image,image/jpeg,\752,.
752246.html,\752,3183,3.2 kB,2005-09-29T20:34:42,2005,html,text,text/html,\752,.
752509.doc,\752,36864,36.9 kB,2008-01-09T09:16:36,2008,doc,application,application/msword,\752,.
752526.ppt,\752,154624,154.6 kB,2004-05-25T18:05:45,2004,ppt,application,application/vnd.ms-powerpoint,\752,.
752787.doc,\752,42496,42.5 kB,2008-03-07T09:48:12,2008,doc,application,application/msword,\752,.
752798.doc,\752,22016,22.0 kB,2003-12-31T10:59:48,2003,doc,application,application/msword,\752,.
752881.jpg,\752,38804,38.8 kB,2004-08-06T12:48:31,2004,jpg,image,image/jpeg,\752,.
943002.pdf,\943,19523,19.5 kB,2007-10-26T17:25:35,2007,pdf,application,application/pdf,\943,.
943065.csv,\943,18007,18.0 kB,2005-06-29T11:28:19,2005,csv,application,application/vnd.ms-excel,\943,.
943164.ppt,\943,695808,695.8 kB,2009-03-30T16:04:16,2009,ppt,application,application/vnd.ms-powerpoint,\943,.
943291.html,\943,20356,20.4 kB,1998-02-18T06:52:42,1998,html,text,text/html,\943,.
943321.pdf,\943,70334,70.3 kB,2008-01-23T16:30:50,2008,pdf,application,application/pdf,\943,.
943467.gif,\943,3831,3.8 kB,2004-10-06T11:40:42,2004,gif,image,image/gif,\943,.
943502.csv,\943,3470,3.5 kB,2008-07-30T09:18:48,2008,csv,application,application/vnd.ms-excel,\943,.
943574.pdf,\943,111409,111.4 kB,2004-09-01T01:00:00,2004,pdf,application,application/pdf,\943,.
943665.pdf,\943,55852,55.9 kB,2004-12-21T17:35:46,2004,pdf,application,application/pdf,\943,.
943771.pdf,\943,124356,124.4 kB,2009-01-16T17:32:39,2009,pdf,application,application/pdf,\943,.
943998.pdf,\943,12547278,12.5 MB,2005-11-28T22:03:46,2005,pdf,application,application/pdf,\943,.
519085.doc,\519,147456,147.5 kB,2007-01-22T11:37:35,2007,doc,application,application/msword,\519,.
519220.doc,\519,26624,26.6 kB,2001-09-13T14:13:52,2001,doc,application,application/msword,\519,.
519565.html,\519,13993,14.0 kB,2009-02-17T01:18:54,2009,html,text,text/html,\519,.
519573.pdf,\519,235019,235.0 kB,2004-10-07T10:48:01,2004,pdf,application,application/pdf,\519,.
519614.gz,\519,267155,267.2 kB,2004-09-18T01:16:45,2004,gz,application,application/octet-stream,\519,.
519741.pdf,\519,117492,117.5 kB,2005-04-29T14:30:01,2005,pdf,application,application/pdf,\519,.
519758.pdf,\519,36310,36.3 kB,2004-10-06T16:23:17,2004,pdf,application,application/pdf,\519,.
519780.pdf,\519,110942,110.9 kB,2007-09-19T14:49:26,2007,pdf,application,application/pdf,\519,.
934019.pdf,\934,2621455,2.6 MB,2007-06-25T12:11:32,2007,pdf,application,application/pdf,\934,.
934027.pdf,\934,42860,42.9 kB,2004-12-07T12:44:53,2004,pdf,application,application/pdf,\934,.
934580.ppt,\934,842240,842.2 kB,2008-02-25T07:47:45,2008,ppt,application,application/vnd.ms-powerpoint,\934,.
934672.ps,\934,2283171,2.3 MB,1992-09-11T07:06:06,1992,ps,application,application/postscript,\934,.
934736.html,\934,697194,697.2 kB,2008-12-03T17:21:45,2008,html,text,text/html,\934,.
934744.jpg,\934,19270,19.3 kB,2001-09-26T09:57:02,2001,jpg,image,image/jpeg,\934,.
934785.jpg,\934,108486,108.5 kB,2005-11-08T14:19:24,2005,jpg,image,image/jpeg,\934,.
414328.jpg,\414,45264,45.3 kB,2005-07-25T15:21:45,2005,jpg,image,image/jpeg,\414,.
414373.pdf,\414,295733,295.7 kB,2006-09-29T11:21:45,2006,pdf,application,application/pdf,\414,.
414385.html,\414,36605,36.6 kB,2009-03-15T02:48:03,2009,html,text,text/html,\414,.
414397.pdf,\414,515386,515.4 kB,2007-04-16T11:38:44,2007,pdf,application,application/pdf,\414,.
414494.pdf,\414,180873,180.9 kB,2009-01-30T14:26:36,2009,pdf,application,application/pdf,\414,.
414535.html,\414,28584,28.6 kB,2009-02-16T15:57:54,2009,html,text,text/html,\414,.
414623.pdf,\414,70829,70.8 kB,2004-05-08T01:45:35,2004,pdf,application,application/pdf,\414,.
414780.html,\414,532494,532.5 kB,2009-03-15T02:47:53,2009,html,text,text/html,\414,.
414856.csv,\414,2471,2.5 kB,2008-06-30T11:03:18,2008,csv,application,application/vnd.ms-excel,\414,.
414865.txt,\414,7813,7.8 kB,2007-08-12T21:30:03,2007,txt,text,text/plain,\414,.
580290.pdf,\580,221233,221.2 kB,2005-10-12T14:02:27,2005,pdf,application,application/pdf,\580,.
580296.pdf,\580,146872,146.9 kB,2003-07-14T10:00:16,2003,pdf,application,application/pdf,\580,.
580478.html,\580,16896,16.9 kB,2003-12-30T21:28:32,2003,html,text,text/html,\580,.
580533.xls,\580,21504,21.5 kB,2005-10-14T11:11:23,2005,xls,application,application/vnd.ms-excel,\580,.
580732.xml,\580,2947760,2.9 MB,2008-05-15T16:25:45,2008,xml,text,text/xml,\580,.
580767.html,\580,23762,23.8 kB,2009-03-15T23:36:03,2009,html,text,text/html,\580,.
580769.html,\580,25371,25.4 kB,2009-02-27T12:07:07,2009,html,text,text/html,\580,.
580770.html,\580,2325,2.3 kB,2006-04-13T12:31:36,2006,html,text,text/html,\580,.
580820.xml,\580,7515,7.5 kB,2009-02-17T05:39:42,2009,xml,text,text/xml,\580,.
580974.xls,\580,48128,48.1 kB,2008-07-07T09:28:42,2008,xls,application,application/vnd.ms-excel,\580,.
839061.jpg,\839,537785,537.8 kB,2001-07-12T14:14:36,2001,jpg,image,image/jpeg,\839,.
839122.xml,\839,6971,7.0 kB,2009-02-19T05:02:42,2009,xml,text,text/xml,\839,.
