filename,filesize,modified,errors,md5,namespace,id,format,version,mime,class,basis,warning
X:\school\data\Govdocs1-threads\556\556536.xml,220923,2008-08-15T10:53:45-04:00,,ab511a05299f7ded721729e18b0116bf,pronom,fmt/101,Extensible Markup Language,1.0,application/xml,Text (Mark-up),"extension match xml; byte match at 3, 19",
X:\school\data\Govdocs1-threads\556\556607.html,165370,2008-12-11T11:31:09-05:00,,32cf803085e6cc0119cb07f8127a5747,pronom,fmt/102,Extensible Hypertext Markup Language,1.0,application/xhtml+xml,Text (Mark-up),extension match html; byte match at [[86 44] [209 42] [293 7] [401 8]],
X:\school\data\Govdocs1-threads\556\556624.html,24729,2009-02-17T04:39:55-05:00,,ed95646336b2163c85b8588f8b632899,pronom,fmt/100,Hypertext Markup Language,4.01,text/html,Text (Mark-up),"extension match html; byte match at 0, 44",
X:\school\data\Govdocs1-threads\556\556749.ppt,1810944,2009-03-15T23:53:09-04:00,,405598c7ba098fe48a2cbc1cc8a18eff,pronom,fmt/126,Microsoft Powerpoint Presentation,97-2003,application/vnd.ms-powerpoint,Presentation,extension match ppt; container name PowerPoint Document with name only,
X:\school\data\Govdocs1-threads\556\556839.html,52599,2009-03-15T23:52:59-04:00,,e1e4b9dd458175b65acda768ad0b3699,pronom,fmt/99,Hypertext Markup Language,4.0,text/html,Text (Mark-up),"extension match html; byte match at 0, 44",
X:\school\data\Govdocs1-threads\557\557060.pdf,50545,2006-02-12T12:27:33-05:00,,01e8747a3e8fe1499db1ea54198267dd,pronom,fmt/18,Acrobat PDF 1.4 - Portable Document Format,1.4,application/pdf,Page Description,extension match pdf; byte match at [[0 8] [50540 5]],
X:\school\data\Govdocs1-threads\557\557152.xls,305664,1998-05-05T11:12:04-04:00,,f711b1a0fb37bcd9e900eaa461787ec3,pronom,fmt/61,Microsoft Excel 97 Workbook (xls),8,application/vnd.ms-excel,Spreadsheet,"extension match xls; container name Workbook with byte match at 0, 8 (signature 1/2)",
X:\school\data\Govdocs1-threads\557\557338.txt,286824,2004-08-18T10:04:43-04:00,,6c37823e9cca3d0c5a0d1c7284053e7e,pronom,x-fmt/111,Plain Text File,,text/plain,,extension match txt; text match ASCII,
X:\school\data\Govdocs1-threads\557\557363.swf,402487,2000-12-01T13:30:00-05:00,,7e2f6fcc189d42fa1c26224b708fcc71,pronom,fmt/107,Macromedia Flash,4,application/x-shockwave-flash,,extension match swf; byte match at [[0 4] [402485 2]],
X:\school\data\Govdocs1-threads\557\557368.xml,12162,2009-02-17T04:41:58-05:00,,0d8a254012101f9c1522217a955bc860,pronom,UNKNOWN,,,,,,"no match; possibilities based on extension are fmt/101, fmt/121, fmt/120, fmt/896, fmt/1011, fmt/1189, fmt/1374, fmt/1376, fmt/1375, fmt/1377, fmt/1378, fmt/1379, fmt/1474, fmt/1475, fmt/1476, fmt/1477, fmt/1677, fmt/1724, fmt/1729, fmt/1771, fmt/1776, fmt/1813, fmt/1946, fmt/1997, fmt/1998, fmt/1999"
X:\school\data\Govdocs1-threads\557\557580.html,188766,2006-04-13T15:30:53-04:00,,c4bac1df5f9d5ae8eb31c874b1234e22,pronom,fmt/99,Hypertext Markup Language,4.0,text/html,Text (Mark-up),"extension match html; byte match at 0, 44",
X:\school\data\Govdocs1-threads\557\557730.xml,38170,2006-03-21T17:42:15-04:00,,f03d4f818139d6b86da39ac7477b9931,pronom,fmt/1474,TEI P4 XML - Single Text File,P4,application/tei+xml,Text (Mark-up),"extension match xml; byte match at 0, 54",
X:\school\data\Govdocs1-threads\557\557794.html,10936,2009-03-15T23:52:21-04:00,,49142c45a96c7f914e0666b36aad7b21,pronom,fmt/99,Hypertext Markup Language,4.0,text/html,Text (Mark-up),"extension match html; byte match at 0, 44",
X:\school\data\Govdocs1-threads\557\557844.pdf,338280,2007-06-03T14:24:44-04:00,,adbe316e6a85058eb9a61bb762aac62b,pronom,fmt/17,Acrobat PDF 1.3 - Portable Document Format,1.3,application/pdf,Page Description,extension match pdf; byte match at [[0 8] [338274 5]],
X:\school\data\Govdocs1-threads\558\558068.html,24652,2008-09-02T14:43:40-04:00,,ef8f8429bedf992899c17c2a6fd3dbd4,pronom,fmt/100,Hypertext Markup Language,4.01,text/html,Text (Mark-up),"extension match html; byte match at 0, 44",
X:\school\data\Govdocs1-threads\558\558176.xml,82700,2009-01-16T11:32:05-05:00,,ad8f33a693481708e53ab59341b00a56,pronom,fmt/101,Extensible Markup Language,1.0,application/xml,Text (Mark-up),"extension match xml; byte match at 0, 19",
X:\school\data\Govdocs1-threads\558\558330.xml,30378,2007-05-24T16:52:01-04:00,,e7a67a7776e413fbc7b2ccfa0b56179b,pronom,fmt/101,Extensible Markup Language,1.0,application/xml,Text (Mark-up),"extension match xml; byte match at 0, 19",
X:\school\data\Govdocs1-threads\558\558338.xml,2896,2007-03-07T13:51:25-05:00,,e2647ad51fe8bb879d1fbf3c74912253,pronom,fmt/101,Extensible Markup Language,1.0,application/xml,Text (Mark-up),"extension match xml; byte match at 0, 19",
X:\school\data\Govdocs1-threads\558\558452.html,18395,2009-02-17T04:45:13-05:00,,0de538416ff04fd8801b551cdbeb8364,pronom,fmt/100,Hypertext Markup Language,4.01,text/html,Text (Mark-up),"extension match html; byte match at 0, 44",
X:\school\data\Govdocs1-threads\558\558487.xml,1029576,2005-06-20T13:41:28-04:00,,6e000e3b4a3f571e2357a9872bbddd4c,pronom,fmt/101,Extensible Markup Language,1.0,application/xml,Text (Mark-up),"extension match xml; byte match at 0, 19",
X:\school\data\Govdocs1-threads\558\558573.html,27476,2009-03-16T14:22:35-04:00,,d1ab878bf0371cce20e2fd0f52e446f5,pronom,fmt/100,Hypertext Markup Language,4.01,text/html,Text (Mark-up),"extension match html; byte match at 0, 44",
X:\school\data\Govdocs1-threads\558\558640.pdf,297145,2006-12-14T11:40:56-05:00,,be4aead8d5baf1952b915e2ad4244338,pronom,fmt/19,Acrobat PDF 1.5 - Portable Document Format,1.5,application/pdf,Page Description,extension match pdf; byte match at [[0 8] [297138 5]],
X:\school\data\Govdocs1-threads\558\558671.html,12235,2009-03-15T23:51:50-04:00,,3e37103a794d6722b668b2c2e4df8b13,pronom,fmt/102,Extensible Hypertext Markup Language,1.0,application/xhtml+xml,Text (Mark-up),extension match html; byte match at [[0 44] [123 42] [176 7] [299 8]],
X:\school\data\Govdocs1-threads\558\558861.xml,33022,2005-08-02T14:48:15-04:00,,911f5aa9290e44edbc839cb180107a74,pronom,fmt/1474,TEI P4 XML - Single Text File,P4,application/tei+xml,Text (Mark-up),"extension match xml; byte match at 0, 37",
X:\school\data\Govdocs1-threads\558\558914.html,28369,2009-02-17T04:46:33-05:00,,96999811bc8eec7111d4338bbb5b09a8,pronom,fmt/100,Hypertext Markup Language,4.01,text/html,Text (Mark-up),"extension match html; byte match at 0, 44",
X:\school\data\Govdocs1-threads\558\558988.xml,29824,2009-02-14T04:11:23-05:00,,6a491fe707a5cc095b2d243d182b3e58,pronom,fmt/101,Extensible Markup Language,1.0,application/xml,Text (Mark-up),"extension match xml; byte match at 0, 19",
X:\school\data\Govdocs1-threads\559\559023.xml,167426,2007-12-17T12:41:42-05:00,,2938a87d6d3a76641b13b43e3eeadf57,pronom,fmt/101,Extensible Markup Language,1.0,application/xml,Text (Mark-up),"extension match xml; byte match at 0, 19",
X:\school\data\Govdocs1-threads\559\559027.xml,806219,2008-09-04T12:41:32-04:00,,054720166f7046206f2e04461220efb0,pronom,fmt/101,Extensible Markup Language,1.0,application/xml,Text (Mark-up),"extension match xml; byte match at 0, 19",
X:\school\data\Govdocs1-threads\559\559074.xml,12335,2008-09-02T09:12:52-04:00,,aa58dc1e060a34b596159de0a381bbaf,pronom,fmt/101,Extensible Markup Language,1.0,application/xml,Text (Mark-up),"extension match xml; byte match at 0, 19",
X:\school\data\Govdocs1-threads\559\559076.txt,84919,2009-02-24T19:19:33-05:00,,0aebc5e29a1bd25aac94f8f93b0c72b4,pronom,x-fmt/111,Plain Text File,,text/plain,,extension match txt; text match ASCII,
X:\school\data\Govdocs1-threads\559\559161.doc,313344,2003-10-03T11:37:36-04:00,,4b3b653cf4d2be7b752b054cd27ff596,pronom,fmt/40,Microsoft Word Document,97-2003,application/msword,Word Processor,"extension match doc; container name CompObj with byte match at 70, 20; name WordDocument with name only",
X:\school\data\Govdocs1-threads\559\559270.xml,5782,2009-02-14T14:28:50-05:00,,cb2c0ed198373f37c85332d08fd76336,pronom,fmt/101,Extensible Markup Language,1.0,application/xml,Text (Mark-up),"extension match xml; byte match at 0, 19",
X:\school\data\Govdocs1-threads\559\559315.html,35765,2009-02-17T04:47:44-05:00,,b6aa4acecb41f01877a4424dc7d5d012,pronom,fmt/100,Hypertext Markup Language,4.01,text/html,Text (Mark-up),"extension match html; byte match at 0, 44",
X:\school\data\Govdocs1-threads\559\559484.ppt,8754688,2004-08-12T18:00:44-04:00,,777e1650eb870de04323725be1dc55e1,pronom,fmt/126,Microsoft Powerpoint Presentation,97-2003,application/vnd.ms-powerpoint,Presentation,extension match ppt; container name PowerPoint Document with name only,
X:\school\data\Govdocs1-threads\559\559556.xml,79660,2006-04-05T14:22:06-04:00,,8985784a5de8b261f786be318a7509b5,pronom,fmt/101,Extensible Markup Language,1.0,application/xml,Text (Mark-up),"extension match xml; byte match at 0, 19",
X:\school\data\Govdocs1-threads\559\559608.xml,15765,2006-10-05T05:30:04-04:00,,3e96cc7c1b0755805729d195650a3761,pronom,fmt/101,Extensible Markup Language,1.0,application/xml,Text (Mark-up),"extension match xml; byte match at 0, 19",
X:\school\data\Govdocs1-threads\559\559913.xml,122161,2009-01-16T11:32:02-05:00,,c248e45cd8f80a620caa3de68c41cdc2,pronom,fmt/101,Extensible Markup Language,1.0,application/xml,Text (Mark-up),"extension match xml; byte match at 0, 19",
X:\school\data\Govdocs1-threads\559\559952.xml,13905,2008-09-02T09:14:16-04:00,,64f388c9942fe405225fb75e9dcee3fc,pronom,fmt/101,Extensible Markup Language,1.0,application/xml,Text (Mark-up),"extension match xml; byte match at 0, 19",
X:\school\data\Govdocs1-threads\559\559981.xml,283867,2009-01-06T10:43:43-05:00,,5563c860ccacbe1aa057b8fa19190f5a,pronom,fmt/101,Extensible Markup Language,1.0,application/xml,Text (Mark-up),"extension match xml; byte match at 3, 19",
X:\school\data\Govdocs1-threads\560\560098.html,162258,2005-09-26T12:57:54-04:00,,388dc1bb7eb98aee10f4439eefb593be,pronom,fmt/99,Hypertext Markup Language,4.0,text/html,Text (Mark-up),"extension match html; byte match at 3, 44",
X:\school\data\Govdocs1-threads\560\560169.xml,7322,2009-01-16T11:31:50-05:00,,f80163cfaad2f3e26b36b53424ce1e3c,pronom,fmt/101,Extensible Markup Language,1.0,application/xml,Text (Mark-up),"extension match xml; byte match at 0, 19",
X:\school\data\Govdocs1-threads\560\560170.html,13230,2003-07-24T12:59:38-04:00,,771d5d8058b63eda92f8c5fe60e2efa3,pronom,fmt/96,Hypertext Markup Language,,text/html,Text (Mark-up),extension match html; byte match at [[0 5] [13221 7]] (signature 1/2),
X:\school\data\Govdocs1-threads\560\560190.xml,5839,2009-01-16T11:32:09-05:00,,b88fabddc8d0c1163d0f14c0f2e2d136,pronom,fmt/101,Extensible Markup Language,1.0,application/xml,Text (Mark-up),"extension match xml; byte match at 0, 19",
X:\school\data\Govdocs1-threads\560\560236.html,24941,2009-02-17T04:50:25-05:00,,fcc3b2de044e04db979a424f0f49f9b2,pronom,fmt/100,Hypertext Markup Language,4.01,text/html,Text (Mark-up),"extension match html; byte match at 0, 44",
X:\school\data\Govdocs1-threads\560\560254.xml,22082,2009-02-17T04:50:30-05:00,,8fce1a39e0d30aa0dea9a663be5f412e,pronom,fmt/101,Extensible Markup Language,1.0,application/xml,Text (Mark-up),"extension match xml; byte match at 0, 19",
X:\school\data\Govdocs1-threads\560\560322.xml,15909,2005-03-17T11:50:22-04:00,,d7ee225c2f1012986679523d77132fa8,pronom,fmt/101,Extensible Markup Language,1.0,application/xml,Text (Mark-up),"extension match xml; byte match at 0, 19",
X:\school\data\Govdocs1-threads\560\560344.txt,19441,2008-09-18T16:34:40-04:00,,1abf4555828a8f10b4e0e4519cffa29f,pronom,x-fmt/111,Plain Text File,,text/plain,,extension match txt; text match ASCII,
X:\school\data\Govdocs1-threads\560\560354.pdf,23227,2006-08-11T07:22:24-04:00,,1460e16eb1afb9d0aa3857a32a8753fb,pronom,fmt/16,Acrobat PDF 1.2 - Portable Document Format,1.2,application/pdf,Page Description,extension match pdf; byte match at [[0 8] [23221 5]],
X:\school\data\Govdocs1-threads\560\560630.html,54913,2009-03-15T23:50:21-04:00,,9bc563d41d16c86bb1fbf477d3302827,pronom,fmt/102,Extensible Hypertext Markup Language,1.0,application/xhtml+xml,Text (Mark-up),extension match html; byte match at [[0 44] [123 42] [175 7] [412 8]],
X:\school\data\Govdocs1-threads\560\560639.html,72561,2009-03-15T23:50:22-04:00,,3e38172af8cd2933fb2e1b55f234d781,pronom,fmt/99,Hypertext Markup Language,4.0,text/html,Text (Mark-up),"extension match html; byte match at 2, 44",
X:\school\data\Govdocs1-threads\560\560730.xml,4169,2009-02-17T04:51:40-05:00,,429646a42f6afdbb51873e622a2e24d9,pronom,UNKNOWN,,,,,,"no match; possibilities based on extension are fmt/101, fmt/121, fmt/120, fmt/896, fmt/1011, fmt/1189, fmt/1374, fmt/1376, fmt/1375, fmt/1377, fmt/1378, fmt/1379, fmt/1474, fmt/1475, fmt/1476, fmt/1477, fmt/1677, fmt/1724, fmt/1729, fmt/1771, fmt/1776, fmt/1813, fmt/1946, fmt/1997, fmt/1998, fmt/1999"
X:\school\data\Govdocs1-threads\560\560756.html,31613,2009-02-23T06:59:54-05:00,,f060a28dc9d4534faebebd2d112ba4fe,pronom,fmt/99,Hypertext Markup Language,4.0,text/html,Text (Mark-up),"extension match html; byte match at 0, 44",
X:\school\data\Govdocs1-threads\560\560774.xls,25600,1998-02-24T11:42:46-05:00,,cbadddd1f76efe4871faab0ecadec5e7,pronom,fmt/59,Microsoft Excel 5.0/95 Workbook (xls),5/95,application/vnd.ms-excel,Spreadsheet,"extension match xls; container name Book with byte match at 0, 8",
X:\school\data\Govdocs1-threads\561\561054.pdf,4111551,2009-03-15T22:36:21-04:00,,e0223496bbc7ee10c0e860204389269b,pronom,fmt/16,Acrobat PDF 1.2 - Portable Document Format,1.2,application/pdf,Page Description,extension match pdf; byte match at [[0 8] [4111545 5]],
X:\school\data\Govdocs1-threads\561\561098.html,20025,2009-02-17T04:52:37-05:00,,fb1aab3ea55332d223b2688c0c966456,pronom,fmt/100,Hypertext Markup Language,4.01,text/html,Text (Mark-up),"extension match html; byte match at 0, 44",
X:\school\data\Govdocs1-threads\561\561179.html,21712,2009-03-15T23:50:03-04:00,,cc94aef4ac5402ee3707f5b236e92682,pronom,fmt/100,Hypertext Markup Language,4.01,text/html,Text (Mark-up),"extension match html; byte match at 0, 44",
X:\school\data\Govdocs1-threads\561\561277.doc,29184,1999-05-12T16:13:38-04:00,,12587b2c6675cbfc4b2fa74b9c58b885,pronom,fmt/39,Microsoft Word Document,6.0/95,application/msword,Word Processor,"extension match doc; container name CompObj with byte match at 70, 20; name WordDocument with name only",
X:\school\data\Govdocs1-threads\561\561649.html,22787,2009-03-16T14:21:55-04:00,,a12bdf2895275143c9c7a649e1b57746,pronom,fmt/96,Hypertext Markup Language,,text/html,Text (Mark-up),extension match html; byte match at [[0 5] [22778 7]] (signature 1/2),
X:\school\data\Govdocs1-threads\561\561655.html,20339,2009-02-17T04:54:18-05:00,,672f6275fc065a78295fb43bc3d1ad7b,pronom,fmt/100,Hypertext Markup Language,4.01,text/html,Text (Mark-up),"extension match html; byte match at 0, 44",
X:\school\data\Govdocs1-threads\561\561682.html,9730,2003-10-20T18:41:00-04:00,,566976692117edd0a89471b527002ac4,pronom,fmt/96,Hypertext Markup Language,,text/html,Text (Mark-up),extension match html; byte match at [[0 5] [9721 7]] (signature 1/2),
X:\school\data\Govdocs1-threads\561\561720.txt,1056,2000-06-09T16:49:44-04:00,,73bad577ced549c5b766dfd53758b044,pronom,x-fmt/111,Plain Text File,,text/plain,,extension match txt; text match ASCII,
X:\school\data\Govdocs1-threads\561\561735.html,5974,2006-11-20T09:20:26-05:00,,09bc3d6f37b7f11561fa76a6251456b4,pronom,fmt/100,Hypertext Markup Language,4.01,text/html,Text (Mark-up),"extension match html; byte match at 0, 44",
X:\school\data\Govdocs1-threads\561\561779.html,28680,2009-03-15T23:49:42-04:00,,eee2af80d2746da7bdc4a1773c87e198,pronom,fmt/100,Hypertext Markup Language,4.01,text/html,Text (Mark-up),"extension match html; byte match at 0, 44",
X:\school\data\Govdocs1-threads\561\561789.xml,4528948,2006-02-03T10:11:58-05:00,,bdceb43649560101e7d360c81305702d,pronom,fmt/101,Extensible Markup Language,1.0,application/xml,Text (Mark-up),"extension match xml; byte match at 0, 19",
X:\school\data\Govdocs1-threads\562\562013.html,11769,2009-03-18T21:17:15-04:00,,d9e419bfa86524c66997178b13e9bab2,pronom,fmt/100,Hypertext Markup Language,4.01,text/html,Text (Mark-up),"extension match html; byte match at 1, 44",
X:\school\data\Govdocs1-threads\562\562076.xml,8440,2008-08-22T01:11:03-04:00,,66d7a34cf4be1dce46e521db25027996,pronom,fmt/101,Extensible Markup Language,1.0,application/xml,Text (Mark-up),"extension match xml; byte match at 0, 19",
X:\school\data\Govdocs1-threads\562\562157.html,11171,2009-03-16T14:21:44-04:00,,bf4a2a01bd987bae414f5e159c0ec42d,pronom,fmt/100,Hypertext Markup Language,4.01,text/html,Text (Mark-up),"extension match html; byte match at 0, 44",
X:\school\data\Govdocs1-threads\562\562181.ppt,5171712,2005-12-23T13:18:34-05:00,,c81719d1c049eb9ecf364b8f61be9ceb,pronom,fmt/126,Microsoft Powerpoint Presentation,97-2003,application/vnd.ms-powerpoint,Presentation,extension match ppt; container name PowerPoint Document with name only,
X:\school\data\Govdocs1-threads\562\562202.html,4832,2006-06-14T07:45:40-04:00,,915ddc03cd06860421ff9710adf58686,pronom,fmt/99,Hypertext Markup Language,4.0,text/html,Text (Mark-up),"extension match html; byte match at 0, 44",
X:\school\data\Govdocs1-threads\562\562267.html,12988,2009-03-15T23:49:15-04:00,,45810bafaa3351f5ac48ae7bfc76fbfe,pronom,fmt/100,Hypertext Markup Language,4.01,text/html,Text (Mark-up),"extension match html; byte match at 0, 44",
X:\school\data\Govdocs1-threads\562\562269.html,6934,2008-12-30T10:04:20-05:00,,134f791d99e8a42f1864e68ccc00c251,pronom,fmt/96,Hypertext Markup Language,,text/html,Text (Mark-up),extension match html; byte match at [[0 5] [6925 7]] (signature 1/2),
X:\school\data\Govdocs1-threads\562\562639.xml,28621,2005-07-08T06:30:02-04:00,,f7cfe6acddd14dd93b40f93b1cd3290d,pronom,fmt/101,Extensible Markup Language,1.0,application/xml,Text (Mark-up),"extension match xml; byte match at 0, 19",
X:\school\data\Govdocs1-threads\562\562665.html,4874,2007-10-25T10:29:55-04:00,,efc313fe1e0d3f6e8364c8cb4f5a2148,pronom,fmt/96,Hypertext Markup Language,,text/html,Text (Mark-up),extension match html; byte match at [[0 5] [4865 7]] (signature 1/2),
X:\school\data\Govdocs1-threads\562\562772.html,22275,2009-03-15T23:48:55-04:00,,a90ccc466c8f48208d72571f39da2773,pronom,fmt/99,Hypertext Markup Language,4.0,text/html,Text (Mark-up),"extension match html; byte match at 0, 44",
X:\school\data\Govdocs1-threads\562\562783.xml,23904,2004-03-02T18:41:00-05:00,,a05766d39fedf41e3d392307f48d99b4,pronom,fmt/101,Extensible Markup Language,1.0,application/xml,Text (Mark-up),"extension match xml; byte match at 0, 19",
X:\school\data\Govdocs1-threads\562\562932.ppt,187904,2003-01-31T13:02:34-05:00,,d386469f15adab77b88a33a9a9b4cfff,pronom,fmt/126,Microsoft Powerpoint Presentation,97-2003,application/vnd.ms-powerpoint,Presentation,extension match ppt; container name PowerPoint Document with name only,
X:\school\data\Govdocs1-threads\563\563055.html,7730,2008-03-04T02:46:42-05:00,,f4e28976663d73b2f654710f17d4a613,pronom,fmt/96,Hypertext Markup Language,,text/html,Text (Mark-up),extension match html; byte match at [[48 5] [7723 7]] (signature 1/2),
X:\school\data\Govdocs1-threads\563\563223.pdf,82643,2008-03-25T03:12:56-04:00,,d8278db4556012e441a06dff6c3a39a5,pronom,fmt/18,Acrobat PDF 1.4 - Portable Document Format,1.4,application/pdf,Page Description,extension match pdf; byte match at [[0 8] [82637 5]],
X:\school\data\Govdocs1-threads\563\563233.html,128411,2008-10-08T10:40:32-04:00,,a19821f562826d1ed99d308f15dbbf3e,pronom,fmt/99,Hypertext Markup Language,4.0,text/html,Text (Mark-up),"extension match html; byte match at 2, 44",
X:\school\data\Govdocs1-threads\563\563252.xml,2963,2009-02-17T04:58:31-05:00,,477fec538deaf0e9f49bc6cce42354b1,pronom,fmt/101,Extensible Markup Language,1.0,application/xml,Text (Mark-up),"extension match xml; byte match at 0, 19",
X:\school\data\Govdocs1-threads\563\563257.xml,11102,2008-10-10T20:26:51-04:00,,418a259eb22d19129e1a5c6a6c49e881,pronom,fmt/101,Extensible Markup Language,1.0,application/xml,Text (Mark-up),"extension match xml; byte match at 0, 19",
X:\school\data\Govdocs1-threads\563\563267.html,43337,2000-09-28T14:23:23-04:00,,ae9c7b52cd3c71cd94a0a82b514320e0,pronom,fmt/99,Hypertext Markup Language,4.0,text/html,Text (Mark-up),"extension match html; byte match at 0, 44",
X:\school\data\Govdocs1-threads\563\563340.pdf,46006,2006-04-05T11:45:41-04:00,,25cac7e2dd5cfa1a979729e8edf9cafe,pronom,fmt/18,Acrobat PDF 1.4 - Portable Document Format,1.4,application/pdf,Page Description,extension match pdf; byte match at [[0 8] [45999 5]],
X:\school\data\Govdocs1-threads\563\563357.html,164093,2004-11-24T13:54:36-05:00,,91b19a1a813797c7aba2ef7b70276caa,pronom,fmt/96,Hypertext Markup Language,,text/html,Text (Mark-up),extension match html; byte match at [[0 5] [164086 7]] (signature 1/2),
X:\school\data\Govdocs1-threads\563\563362.html,85557,2004-01-27T10:07:00-05:00,,7cae38070cc31d46bc1007a9fd650934,pronom,fmt/96,Hypertext Markup Language,,text/html,Text (Mark-up),extension match html; byte match at [[0 5] [85547 7]] (signature 1/2),
X:\school\data\Govdocs1-threads\563\563507.html,31455,2009-03-15T22:36:06-04:00,,825d2b00d7740b3e4f2de9361a79c007,pronom,fmt/102,Extensible Hypertext Markup Language,1.0,application/xhtml+xml,Text (Mark-up),extension match html; byte match at [[0 44] [123 42] [205 7] [241 8]],
X:\school\data\Govdocs1-threads\563\563524.html,117644,2009-03-15T23:48:24-04:00,,24d2a08d30b89cb2ea86cb3a7c4719e7,pronom,fmt/102,Extensible Hypertext Markup Language,1.0,application/xhtml+xml,Text (Mark-up),extension match html; byte match at [[72 44] [195 42] [1070 7] [1104 8]],
X:\school\data\Govdocs1-threads\563\563572.xml,6776,2009-02-16T06:32:37-05:00,,9edf952098cb7018c68435f4ecf22c28,pronom,fmt/101,Extensible Markup Language,1.0,application/xml,Text (Mark-up),"extension match xml; byte match at 0, 19",
X:\school\data\Govdocs1-threads\563\563824.xml,29883,2008-04-30T16:49:10-04:00,,7068990dca454f2fae8f78fd7ba2ff7f,pronom,fmt/101,Extensible Markup Language,1.0,application/xml,Text (Mark-up),"extension match xml; byte match at 0, 19",
X:\school\data\Govdocs1-threads\563\563850.xml,10385,2008-05-16T20:30:39-04:00,,41b56bfcd981a961aa0c1bed9bf4f188,pronom,fmt/101,Extensible Markup Language,1.0,application/xml,Text (Mark-up),"extension match xml; byte match at 0, 19",
X:\school\data\Govdocs1-threads\563\563868.xml,45416,2006-08-15T00:08:30-04:00,,e4c56513e54846f788b277987eec8196,pronom,fmt/101,Extensible Markup Language,1.0,application/xml,Text (Mark-up),"extension match xml; byte match at 0, 19",
X:\school\data\Govdocs1-threads\563\563909.html,51615,2009-03-15T23:48:05-04:00,,4dc9a0cb6960b720d27834dd4bbb566c,pronom,fmt/96,Hypertext Markup Language,,text/html,Text (Mark-up),extension match html; byte match at [[0 5] [51606 7]] (signature 1/2),
X:\school\data\Govdocs1-threads\563\563983.html,27074,2009-03-15T22:36:04-04:00,,20914b2cc1b7f42c28e7703ef4bfaa83,pronom,fmt/96,Hypertext Markup Language,,text/html,Text (Mark-up),extension match html; byte match at [[0 5] [27066 7]] (signature 1/2),
X:\school\data\Govdocs1-threads\564\564164.pdf,93327,2004-08-18T17:56:16-04:00,,243477b73ca95f18bc4fb83b1b02d85a,pronom,fmt/19,Acrobat PDF 1.5 - Portable Document Format,1.5,application/pdf,Page Description,extension match pdf; byte match at [[0 8] [93320 5]],
X:\school\data\Govdocs1-threads\564\564208.html,32438,2009-03-15T23:47:53-04:00,,10f7e037c3a4355d748f9d1477a6e840,pronom,fmt/99,Hypertext Markup Language,4.0,text/html,Text (Mark-up),"extension match html; byte match at 0, 44",
X:\school\data\Govdocs1-threads\564\564244.html,23694,2009-03-12T14:56:54-04:00,,6d13a086df4e84666e5ec48a8507c282,pronom,fmt/100,Hypertext Markup Language,4.01,text/html,Text (Mark-up),"extension match html; byte match at 0, 44",
X:\school\data\Govdocs1-threads\564\564460.gif,103518,2003-10-14T11:41:50-04:00,,78abe8e8f48f6b8adc29e1b419ba4869,pronom,fmt/3,Graphics Interchange Format,87a,image/gif,Image (Raster),extension match gif; byte match at [[0 6] [103517 1]],
X:\school\data\Govdocs1-threads\564\564640.xml,32392,2006-11-30T15:52:22-05:00,,21987ac10026d59234fda9cbc5a4098b,pronom,UNKNOWN,,,,,,"no match; possibilities based on extension are fmt/101, fmt/121, fmt/120, fmt/896, fmt/1011, fmt/1189, fmt/1374, fmt/1376, fmt/1375, fmt/1377, fmt/1378, fmt/1379, fmt/1474, fmt/1475, fmt/1476, fmt/1477, fmt/1677, fmt/1724, fmt/1729, fmt/1771, fmt/1776, fmt/1813, fmt/1946, fmt/1997, fmt/1998, fmt/1999"
X:\school\data\Govdocs1-threads\564\564959.xls,65536,2008-07-07T08:51:40-04:00,,9c975fc56cdd5f9a5e17439843dad009,pronom,fmt/61,Microsoft Excel 97 Workbook (xls),8,application/vnd.ms-excel,Spreadsheet,"extension match xls; container name Workbook with byte match at 0, 8 (signature 1/2)",
X:\school\data\Govdocs1-threads\565\565082.xml,5440,2006-11-28T08:47:04-05:00,,8c236c3d90f98a81202b08f6aeb2275f,pronom,UNKNOWN,,,,,,"no match; possibilities based on extension are fmt/101, fmt/121, fmt/120, fmt/896, fmt/1011, fmt/1189, fmt/1374, fmt/1376, fmt/1375, fmt/1377, fmt/1378, fmt/1379, fmt/1474, fmt/1475, fmt/1476, fmt/1477, fmt/1677, fmt/1724, fmt/1729, fmt/1771, fmt/1776, fmt/1813, fmt/1946, fmt/1997, fmt/1998, fmt/1999"
X:\school\data\Govdocs1-threads\565\565120.doc,195072,2008-02-01T12:27:38-05:00,,3e8d1bbac80dff1a2ab3fdbce6cda068,pronom,fmt/40,Microsoft Word Document,97-2003,application/msword,Word Processor,"extension match doc; container name CompObj with byte match at 77, 20; name WordDocument with name only",
X:\school\data\Govdocs1-threads\565\565193.pdf,289816,2004-06-08T12:34:40-04:00,,b9ab05589c015f8831518b38b46e0a96,pronom,fmt/18,Acrobat PDF 1.4 - Portable Document Format,1.4,application/pdf,Page Description,extension match pdf; byte match at [[0 8] [289810 5]],
X:\school\data\Govdocs1-threads\565\565342.csv,35356,2008-09-16T11:38:54-04:00,,803307d8b5a0feb42baf79614f8d7592,pronom,x-fmt/18,Comma Separated Values,,text/csv,Dataset,extension match csv,match on extension only
